GRID NAME,HUKI + ADOPT CLEARANCE DATES,AA before huki,AS before huki,GS before huki,Total Other (O+) before huki,O before huki,BRY before huki,BS before huki,C before huki,CE  before huki,CH before huki,CLA before huki, DC before huki,DA before huki,DF before huki,DS before huki,Total Dictyota before huki,GC before huki, GP before huki, GR before huki,HAL/HD before huki,HH before huki,HYD before huki,HC before huki,HM before huki,LM before huki,P before huki,SF before huki,ROCK COUNT  (0 cm),SAND COUNT,SAND DEPTH MEAN cm,SEDIMENT DEPTH MEAN m+s  cm,date assess,AA  after huki,AS  after huki,GS  after huki,Total IAA  after huki,Other (O+) after huki,O 0yr,BRY 0yr,BS 0yr,CR 0yr,C 0yr,CE 0yr,CH 0yr,CLA 0yr,DC 0yr,DA  oyr,DF  0yr,DS  0yr,DICT sp?  0yr,total Dctyota 0yr,GC 0yr,GP 0yr,GR 0yr,HAL 0yr,HH 0yr,HYD 0yr,HC 0yr,HM 0yr,LC  0yr,LM 0yr,LN 0yr,P   0yr,SF 0yr,clumps,intersects,ROCK COUNT  (0 cm),SAND COUNT,MUD COUNT,SAND DEPTH MEAN cm,MUD DEPTH MEAN cm,count r+s+m,sum depth s+m cm,SEDIMENT DEPTH MEAN m+s  cm
8149 2973,2/22/20,0,13,71,63,,,,1,,6,,,,,,0,,,,,,,,,53,,3,12,7,1.43,1.43,2/22/20,0,4,74,78,26,,,,,,,4,,,,,,,0,,,,,,,,,,22,,,,,,23,4,,2.25,,27,9.0,2.25
8149 2973,7/18/19,1,44,79,56,3,,,,,8,,,,,,0,,,,,,,,,45,,,13,3,1.33,1.33,7/18/19,0,3,56,59,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,32,7,,1.43,,39,10.0,1.43
8149 2973,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 2983,2/22/20,0,12,53,51,,,,,,7,,,,,,0,,,,,,,,,42,,2,25,33,1.70,1.70,2/22/20,0,1,30,31,16,1,,,,,,3,,,,,,,0,,,,,,,,,,12,,,,,,32,38,,1.92,,70,73.0,1.92
8149 2983,10/9/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/9/14,18,4,4,26,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 2993,2/22/20,9,15,47,53,1,,,,,12,,,,,,0,,,,,,,,,37,,3,18,24,1.63,1.63,2/22/20,2,1,29,32,11,,,,,,,,,,,,,,0,,,,,,,,,,11,,,,,,44,27,,1.63,,71,44.0,1.63
8149 2993,10/9/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/9/14,6,11,14,31,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3002,2/24/20,6,7,46,40,,,,,,7,,,,,,0,,,,,,,,,31,,2,23,19,1.63,1.63,2/24/20,2,3,27,32,19,,,,,,,,,,,,,,0,,,,,,,,,,19,,,,,,22,35,,1.74,,57,61.0,1.74
8149 3002,9/16/19,0,28,23,27,,,,,,,,,,,,0,,,,,,,,,,,27,22,10,1.60,1.60,9/16/19,7,3,19,29,1,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,40,47,,1.43,,87,67.0,1.43
8149 3012,7/2/19,1,4,25,16,1,,,,,11,,,,,,0,,,,,,,,,,,4,42,27,2.81,2.81,7/2/19,2,2,27,31,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,33,31,1,2.68,2.00,65,85.0,2.66
8149 3012,7/15/19,1,3,36,34,,,,,,,,,,,,0,,,,,,,,,34,,,30,21,1.86,1.86,7/15/19,0,0,17,17,9,,,,,,,,,,,,,,0,,,,,,,,,,9,,,,,,55,15,,1.73,,70,26.0,1.73
8149 3012,,9,8,56,61,,,,,,,,,,,,0,,,,,,,,,61,,,,,,n/a,12/17/13,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3012,,9,58,56,61,,,,,,,,,,,,0,,,,,,,,,61,,,6,27,2.26,2.21,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3021,3/31/17,31,3,51,67,67,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/31/17,6,0,8,14,7,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3021,7/2/19,5,10,54,10,1,,,,,,,,,,,0,,,,,,,,,5,,4,19,20,3.05,3.05,7/2/19,8,7,48,63,10,1,,,,,,,,,,,,,0,,,,,,,,,,5,,,4,,,31,22,,2.64,,53,58.0,2.64
8149 3021,9/12/19,2,27,42,51,15,,,,,1,,,,,,0,,,,,,,,,21,,14,22,13,2.46,2.46,9/12/19,0,0,13,13,8,,,,,,,,,,,,,,0,,,,2,,,,,,,,,6,,,50,27,,2.33,,77,63.0,2.33
8149 3031,2/15/14,,,,,,MAKE NO MORE ENTRIES THIS LINE,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3031,3/29/19,6,6,43,19,,,,,18,,,,,,,0,,,,,,,,,,,1,8,41,3.20,3.20,3/29/19,0,0,12,12,1,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,23,67,,2.07,,90,139.0,2.07
8149 3041,2/15/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/15/14,8,0,13,21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3041,5/21/19,0,1,78,32,,,,,,25,,,,,,0,,,,,,,,,1,,6,12,9,1.78,1.78,5/21/19,7,1,13,21,4,,,,,,,2,,,,,,,0,,,,,,,,,,,,,2,,,52,29,,2.69,,81,78.0,2.69
8149 3050,1/12/18,26,28,78,35,35,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/12/18,13,6,27,46,13,13,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3050,1/12/19,5,9,33,8,8,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/25/20,6,37,63,,101,,,,,4,,25,,,,,,,0,,,,,,,,,,66,,,6,,,13,9,,2.33,,22,21.0,2.33
8149 3050,2/5/20,5,9,55,79,,,,10,,2,,,,,,0,,,,,,,,,67,,,14,16,1.56,1.56,2/5/20,6,2,39,47,25,,,,,1,,1,,,,,,,0,,,,,,,,,,23,,,,,,36,18,,1.61,,54,29.0,1.61
8149 3050,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,2,0,6,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3060,1/23/20,2,17,40,51,,,,2,,5,,,,,,0,,,,,,,,,43,,1,24,26,1.65,1.65,1/23/20,5,14,22,41,22,1,,,,,,,,,,,,,0,,,,,,,,,,21,,,,,,24,38,,1.61,,62,61.0,1.61
8149 3060,1/12/18,40,16,83,36,36,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/12/18,13,5,31,49,11,11,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3060,11/12/19,2,23,48,38,2,,,,,9,,,,,1,1,,,,,,,,,,,26,16,20,2.35,2.35,11/12/19,3,3,31,37,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,29,37,,1.51,,66,56.0,1.51
8149 3060,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,1,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3070,3/29/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/29/14,2,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3079,3/29/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/29/14,5,,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3089,7/22/17,9,10,26,30,30,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/22/17,4,4,24,32,13,13,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3099,4/19/21,7,52,50,49,,,,6,,23,,,1,,,1,,,,,,,,,3,,16,9,12,1.92,1.92,4/19/21,3,32,41,76,46,23,,,,2,,11,,,,,,,0,,,,,,,,,,6,1,,3,,,18,16,,2.31,,34,37.0,2.31
8149 3099,,21,5,53,31,31,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3099,,33,19,78,77,77,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3099,,1,8,48,42,14,,,17,,3,,,,,,0,,,,,,,,,1,,7,13,17,2.35,2.35,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3108,4/19/21,6,53,22,39,,,,17,,11,,,,,,0,,,,,,,,,1,,10,19,15,1.67,1.67,4/19/21,1,26,12,39,22,11,,,,4,,2,,,,,,,0,,,,,,,,,,2,1,,2,,,45,17,,2.29,,62,39.0,2.29
8149 3108,,46,44,74,72,72,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3108,,1,15,43,30,26,,,,,2,,,,,,0,,,,,,,,,1,,1,20,14,1.86,1.86,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3118,5/10/21,2,44,23,53,,,,11,,11,,,,,,0,,,,,,,,,1,,30,18,21,2.05,2.05,5/10/21,1,29,11,41,9,,,,,3,,3,,,,,,,0,,,,,,,,,,,,,3,,,29,36,,1.86,,65,67.0,1.86
8149 3118,9/5/14,4,39,44,25,,,,,,1,,,,,,0,,,,4,,,,,,,20,18,21,2.62,2.62,9/5/14,15,,,15,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3128,1/19/19,6,12,25,5,4,,,,,,,,,,,0,,,,,,,,,,,1,24,43,1.42,1.42,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3128,5/1/21,1,19,12,14,,,,2,,,,,,,,0,,,,,,,,,1,,11,39,33,2.15,2.15,5/1/21,1,14,16,31,7,,,,,2,,1,,,,,,,0,,,,,,,,,,4,,,,,,36,31,,2.48,,67,77.0,2.48
8149 3128,,0,1,20,14,,,,,,,,,,,,0,,,,,,,,,5,,9,25,54,2.39,2.39,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3137,10/30/15,30,6,17,24,24,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3147,10/30/15,12,4,34,40,40,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8149 3157,5/19/18,51,47,49,77,56,,,13,,,,,,,,0,,,,,,,,,,1,7,6,26,2.23,2.23,5/19/18,4,1,11,16,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,23,51,15,1.49,1.93,89,105.0,1.59
8149 3166,4/21/18,80,38,46,,,,,,,,,,,,,0,,,,,,,,,,,,8,19,4.42,4.42,4/21/18,18,6,24,48,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,9,56,,2.05,,65,115.0,2.05
8149 3176,4/21/18,71,31,64,7,7,,,,,,,,,,,0,,,,,,,,,,,,8,9,1.67,1.67,4/21/18,2,0,2,4,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,8,55,29,2.38,2.65,92,207.9,2.48
8149 3195,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 2935,3/2/19,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/2/19,0,4,12,16,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,12,,4.08,,12,49.0,4.08
8158 2935,,3,29,41,52,52,,,,,MAKE NO MORE ENTRIES IN THIS ROW,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,MAKE NO MORE ENTRIES IN THIS ROW,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 2964,7/27/13,,,,,,,,,MAKE NO MORE ENTRIES THIS LINE,,,,,,,0,,,,,,,,,,,,,,,n/a,7/27/13,7,,,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 2964,,0,10,25,14,14,,,,,,,,,,,0,,,,,,,,,,,,27,30,2.90,2.90,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 2973,1/19/19,0,1,92,56,,,,,,,,,,,,0,,1,,,,,,,,,55,2,1,1.00,1.00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 2973,2/6/21,1,19,98,95,,,,1,,1,,,,,,0,,,,,,,,,90,,3,1,,,n/a,2/6/21,0,16,80,96,64,,,,,,,1,,,,,,,0,,,,,,,,,,62,,,1,,,22,3,,1.00,,25,3.0,1.00
8158 2973,2/8/21,0,5,60,45,2,,,,,,,,,,,0,,,,,,,,,43,,,10,23,2.83,2.83,2/8/21,0,6,32,38,19,,,,,,,,,,,,,,0,,,,,,,,,,19,,,,,,41,25,,2.24,,66,56.0,2.24
8158 2973,7/4/19,3,17,86,84,6,,,,,1,,,,,,0,,,,,,,,,72,,5,7,7,2.86,2.86,7/4/19,1,1,17,19,8,2,,,,,,,,,,,,,0,,,,,,,,,,6,,,,,,50,12,13,1.75,1.85,75,45.0,1.80
8158 2973,7/17/19,1,17,59,47,1,,,,,6,,,,,,0,,,,,,,,,39,,1,17,12,2.50,2.50,7/17/19,0,3,52,55,6,,,,,,,,,,,,,,0,,,,,,,,,,6,,,,,,38,3,,2.33,,41,7.0,2.33
8158 2973,8/2/19,0,18,45,65,,,,,,4,,,,,,0,,,,,,,,,42,,19,29,7,1.86,1.86,8/2/19,0,6,61,67,11,,,,,,,2,,,,,,,0,,,,,,,,,,9,,,,,,30,2,,1.50,,32,3.0,1.50
8158 2973,,0,6,55,63,16,,,,,,,,,,,0,,,,,,,,,16,,31,8,10,3.00,3.00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 2983,2/22/20,0,6,36,60,,,,,,7,,,,,,0,,,,,,,,,53,,,8,17,1.71,1.71,2/22/20,0,1,36,37,29,,,,,,,3,,,,,,,0,,,,,,,,,,26,,,,,,37,32,,1.75,,69,56.0,1.75
8158 2983,7/4/19,0,34,76,84,5,,,,,,,,,,,0,,,,,,,,,76,,3,13,7,2.00,2.00,7/4/19,0,1,39,40,15,3,,,,,,,,,,,,,0,,,,,,,,,,12,,,,,,34,19,,2.00,,53,38.0,2.00
8158 2983,7/17/19,0,1,53,42,,,,,,6,,,,,,0,,,,,,,,,33,,3,15,17,2.53,2.53,7/17/19,0,4,42,46,16,,,,,,,,,,,,,,0,,,,,,,,,,16,,,,,,41,17,,2.24,,58,38.0,2.24
8158 2983,8/1/13,0,24,86,18,14,,,,,,,1,,,,0,,,,,,,Make no more entries this line.,,,,3,9,12,2.00,2.00,8/1/13,1,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 2983,8/2/19,0,16,72,67,,,,,,6,,,,,,0,,,,,,,,,51,,10,18,6,2.00,2.00,8/2/19,0,3,54,57,9,,,,,,,2,,,,,,,0,,,,,,,,,,7,,,,,,46,2,,2.00,,48,4.0,2.00
8158 2993,2/22/20,0,17,75,67,,,,1,,3,,,,,,0,,,,,,,,,62,,1,12,21,1.71,1.71,2/22/20,2,1,41,44,5,,,,,,,1,,,,,,,0,,,,,,,,,,4,,,,,,27,32,,1.47,,59,47.0,1.47
8158 2993,10/9/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/9/14,7,13,34,54,5,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3002,2/9/17,6,1,52,41,41,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/9/17,4,0,42,46,40,40,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3002,7/15/19,0,10,34,41,,,,,,,,,,,,0,,,,,,,,,41,,,19,36,2.72,2.72,7/15/19,0,0,19,19,6,,,,,,,,,,,,,,0,,,,,,,,,,6,,,,,,42,24,,2.38,,66,57.0,2.38
8158 3012,2/9/17,2,1,81,78,78,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/9/17,6,0,25,31,10,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3012,7/2/19,2,7,54,20,2,,,,,16,,,,,,0,,,,,,,,,,,2,20,22,3.18,3.18,7/2/19,1,2,36,39,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,17,36,,2.53,,53,91.0,2.53
8158 3012,7/15/19,0,1,33,25,,,,,,,,,,,,0,,,,,,,,,25,,,43,13,2.92,2.92,7/15/19,0,2,11,13,4,,,,,,,,,,,,,,0,,,,,,,,,,4,,,,,,42,44,,1.89,,86,83.0,1.89
8158 3021,6/19/19,0,1,42,46,,,,,,,,,,,,0,,,,,,,,,46,,,21,23,3.04,3.00,6/19/19,0,0,3,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,61,35,,2.31,,96,81.0,2.31
8158 3021,,4,2,34,15,15,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3031,6/21/19,0,7,58,62,,,,,,,,,,,,0,,,,,,,,,62,,,7,29,6.03,6.03,6/21/19,1,0,8,9,1,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,30,58,,3.38,,88,196.0,3.38
8158 3031,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3041,2/15/14,,,,,,,,,MAKE NO MORE ENTRIES THIS LINE,,,,,,,0,,,,,,,,,,,,,,,n/a,2/15/14,0,0,16,16,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3041,3/29/19,7,2,76,18,6,,,,12,,,,,,,0,,,,,,,,,,,,13,9,2.00,2.00,3/29/19,0,0,13,13,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,55,23,,2.83,,78,65.0,2.83
8158 3050,2/15/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/15/14,3,1,5,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3050,3/29/19,6,0,66,23,22,,,,,,,,,,,0,,,,,,,,,,,,14,15,2.27,2.27,3/29/19,3,4,29,36,11,,,,,,,10,,,,,,,0,,,,,,,,,,,,,1,,,43,23,,2.65,,66,61.0,2.65
8158 3060,,8,0,60,80,80,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3060,5/22/19,1,1,60,41,2,,,,,19,,,,,,0,,,,,,,,,1,,19,18,11,1.91,1.91,5/22/19,4,2,21,27,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,4,,,39,36,,1.61,,75,58.0,1.61
8158 3079,4/21/17,13,20,39,35,35,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/21/17,7,1,8,16,6,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3089,4/21/17,4,0,32,30,30,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/21/17,3,0,8,11,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3099,4/21/17,21,8,33,39,39,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/21/17,7,2,10,19,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3108,4/12/21,1,51,32,61,,,,4,,6,,,,,,0,,,,5,,,,1,13,,32,16,25,2.28,2.28,4/12/21,5,53,36,94,63,,,,,2,,6,,,,,,,,,,,8,,,3,,,12,,,32,,,18,19,,2.68,,37,51.0,2.68
8158 3108,7/11/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,8,,,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3118,7/11/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/11/15,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3118,7/23/18,38,25,97,41,4,,,,,,,,,,,0,,,,,,,,,11,,26,16,16,4.19,4.19,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3128,4/24/21,1,24,20,13,,,,,,5,,,,,,0,,,,,,,,,3,,5,26,26,2.27,2.14,4/24/21,1,9,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,45,,1.40,,83,63.0,1.40
8158 3137,4/24/21,5,26,9,10,,,,,,2,,,,,,0,,,,,,,,,,,8,14,50,1.40,1.40,4/24/21,1,19,15,35,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,26,42,,1.86,,68,78.0,1.86
8158 3157,5/19/18,32,24,79,83,72,,,3,,,,,,,,0,,,,,,,,,,,8,4,12,1.83,1.83,5/19/18,2,1,9,12,1,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,22,64,2,1.63,1.00,88,106.0,1.61
8158 3166,4/21/18,43,24,70,23,22,,,,,,,,,,,0,,,,,,,,,,,1,3,18,1.94,1.94,4/21/18,7,2,21,30,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,20,49,8,2.04,2.13,77,117.0,2.05
8158 3176,8/1/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/1/13,15,,,15,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3176,,0,2,10,24,0,,,0,,,,,,,,0,,,,,,,,,,,24,5,65,5.17,5.17,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3186,8/1/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/1/13,13,,,13,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8158 3195,8/1/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/1/13,15,,,15,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 2964,10/31/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/31/14,0,0,6,6,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 2993,5/18/17,1,3,35,30,30,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/18/17,1,0,17,18,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 3002,5/18/17,1,2,23,24,24,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/18/17,0,0,5,5,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 3002,6/21/19,0,13,66,59,,,,,,3,,,,,,0,,,,,,,,,56,,,8,19,2.42,2.42,6/21/19,0,0,16,16,2,,,,,,,,,,,,,,0,,,,,,,,,,2,,,,,,40,45,,2.64,,85,119.0,2.64
8167 3041,5/21/19,12,23,66,96,,,,,,47,,,,,,0,,,,,,,,,7,,42,10,6,2.50,2.50,5/21/19,0,2,12,14,3,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,50,39,,3.21,,89,125.0,3.21
8167 3060,5/22/19,0,2,24,18,,,,,,14,,,,,,0,,,,,,,,,,,4,40,35,2.23,2.23,5/22/19,2,2,16,20,3,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,52,29,,3.03,,81,88.0,3.03
8167 3060,8/12/17,0,19,53,30,30,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/12/17,2,5,11,18,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 3070,8/12/17,0,9,70,55,55,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/12/17,0,1,6,7,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 3079,2/12/21,3,20,18,65,1,,,11,,,,,,,,0,,,,,,,,,52,,1,40,14,4.00,4.00,2/12/21,0,12,17,29,77,5,,,,21,,,,,,,,,0,,,,,,,,,,50,,,1,,,26,24,,3.29,,50,79.0,3.29
8167 3089,7/13/17,13,8,42,2,2,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/13/17,12,8,34,54,13,13,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 3099,7/13/17,4,6,12,32,32,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/13/17,0,16,13,29,23,23,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 3108,7/23/18,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/23/18,20,18,100,138,17,,,,,1,,,,,,,,,0,,,,,,,,,,,,,16,,,,,,,,0,0.0,n/a
8167 3108,8/7/21,0,27,53,22,,,,,,,,,,,,0,,,,,,,,,1,,21,2,32,2.97,2.97,8/8/21,0,11,36,47,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,4,,,21,37,,2.03,,58,75.0,2.03
8167 3108,7/11/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/1/15,1,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8167 3118,7/23/18,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/23/18,11,8,72,91,34,,,,,,,,,,,,,,0,,,,,,,,,,15,,,19,,,2,10,,2.50,,12,25.0,2.50
8167 3118,7/11/15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/1/15,5,,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8176 3089,7/13/17,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/13/17,1,12,26,39,6,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
